iso2c,country,private,year,iso3c,region,income,public
CD,"Congo, Dem. Rep.",2.3921540678265,2005.0,COD,Sub-Saharan Africa (all income levels),Low income,0.752462162173498
CD,"Congo, Dem. Rep.",2.62160336954084,2004.0,COD,Sub-Saharan Africa (all income levels),Low income,0.718354640459159
CD,"Congo, Dem. Rep.",2.50374001551908,2003.0,COD,Sub-Saharan Africa (all income levels),Low income,0.700026844480922
CD,"Congo, Dem. Rep.",2.42708349485558,2002.0,COD,Sub-Saharan Africa (all income levels),Low income,0.16008040514442
CD,"Congo, Dem. Rep.",3.41377808761649,1997.0,COD,Sub-Saharan Africa (all income levels),Low income,0.204867812383508
CD,"Congo, Dem. Rep.",2.92080385094299,1996.0,COD,Sub-Saharan Africa (all income levels),Low income,0.113020059057005
CD,"Congo, Dem. Rep.",3.0991837417789,1995.0,COD,Sub-Saharan Africa (all income levels),Low income,0.151469658221104
CF,Central African Republic,2.4689377462527,1996.0,CAF,Sub-Saharan Africa (all income levels),Low income,2.02337191374731
CF,Central African Republic,2.37327983426953,1997.0,CAF,Sub-Saharan Africa (all income levels),Low income,1.21618389573046
CF,Central African Republic,2.33109819232647,1998.0,CAF,Sub-Saharan Africa (all income levels),Low income,1.41709935767353
CF,Central African Republic,2.14327914657687,2014.0,CAF,Sub-Saharan Africa (all income levels),Low income,2.05694298342313
CF,Central African Republic,1.90872969557458,2013.0,CAF,Sub-Saharan Africa (all income levels),Low income,1.91335923442542
CF,Central African Republic,2.01440417497122,2008.0,CAF,Sub-Saharan Africa (all income levels),Low income,2.29050896502878
CF,Central African Republic,2.00748328088642,2007.0,CAF,Sub-Saharan Africa (all income levels),Low income,2.03672244911358
CF,Central African Republic,2.06473882516068,2006.0,CAF,Sub-Saharan Africa (all income levels),Low income,1.92399023483932
CF,Central African Republic,2.17540918131666,2005.0,CAF,Sub-Saharan Africa (all income levels),Low income,2.11468993868334
CF,Central African Republic,2.25633293889152,2004.0,CAF,Sub-Saharan Africa (all income levels),Low income,1.84511524110848
CF,Central African Republic,2.13339387372762,2e3,CAF,Sub-Saharan Africa (all income levels),Low income,2.10214683627238
CF,Central African Republic,2.20086623340648,1999.0,CAF,Sub-Saharan Africa (all income levels),Low income,1.87171829659352
CF,Central African Republic,1.85481685252351,2012.0,CAF,Sub-Saharan Africa (all income levels),Low income,1.76802986747649
CF,Central African Republic,1.89250234553148,2011.0,CAF,Sub-Saharan Africa (all income levels),Low income,1.84022614446852
CF,Central African Republic,2.23969951841794,1995.0,CAF,Sub-Saharan Africa (all income levels),Low income,1.36397459158206
CF,Central African Republic,2.23239482739139,2003.0,CAF,Sub-Saharan Africa (all income levels),Low income,2.07681191260861
CF,Central African Republic,2.07967639776588,2009.0,CAF,Sub-Saharan Africa (all income levels),Low income,1.49716213223412
CF,Central African Republic,2.1027382945343,2002.0,CAF,Sub-Saharan Africa (all income levels),Low income,2.0622519454657
CF,Central African Republic,2.08582784343019,2001.0,CAF,Sub-Saharan Africa (all income levels),Low income,1.86388920656981
CF,Central African Republic,1.92028781662726,2010.0,CAF,Sub-Saharan Africa (all income levels),Low income,1.97714643337274
CG,"Congo, Rep.",1.10180425050559,2001.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,1.33453248949441
CG,"Congo, Rep.",0.902457528019601,2e3,COG,Sub-Saharan Africa (all income levels),Lower middle income,1.2225920619804
CG,"Congo, Rep.",1.1648054373696901,2002.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,1.28795915263031
CG,"Congo, Rep.",1.03732995003923,2013.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,4.05731116996077
CG,"Congo, Rep.",0.82692508716726,2012.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,3.14942137283274
CG,"Congo, Rep.",0.812776431387101,2011.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,1.9773752586129
CG,"Congo, Rep.",0.878675534993384,2006.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,1.49403276500662
CG,"Congo, Rep.",0.987109811253141,2005.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,1.43460850874686
CG,"Congo, Rep.",1.18562078519209,2004.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,1.36967510480791
CG,"Congo, Rep.",1.31032830412564,2003.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,1.30017916587436
CG,"Congo, Rep.",1.31223714791421,1999.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,1.75276488208579
CG,"Congo, Rep.",1.51997530500316,1998.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,2.21840185499684
CG,"Congo, Rep.",1.18684476192708,1997.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,1.91183631807292
CG,"Congo, Rep.",1.14130336128828,1996.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,1.72161154871172
CG,"Congo, Rep.",1.28711834442315,1995.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,1.87594234557686
CG,"Congo, Rep.",0.939490507984924,2014.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,4.21192085201507
CG,"Congo, Rep.",0.846548885243252,2008.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,1.23859287475675
CG,"Congo, Rep.",0.906269478231682,2010.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,1.38657897176832
CG,"Congo, Rep.",1.12444394023665,2009.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,1.14114181976335
CG,"Congo, Rep.",0.991939497410812,2007.0,COG,Sub-Saharan Africa (all income levels),Lower middle income,1.54576413258919
CH,Switzerland,3.9641513648,2014.0,CHE,Europe & Central Asia (all income levels),High income: OECD,7.6951173552
CH,Switzerland,3.85733484122986,2013.0,CHE,Europe & Central Asia (all income levels),High income: OECD,7.73380556449489
CH,Switzerland,3.97681792790817,2012.0,CHE,Europe & Central Asia (all income levels),High income: OECD,7.49878484442859
CH,Switzerland,3.90721810901495,2011.0,CHE,Europe & Central Asia (all income levels),High income: OECD,7.20092735838638
CH,Switzerland,3.86373323274828,2010.0,CHE,Europe & Central Asia (all income levels),High income: OECD,7.09727006022569
CH,Switzerland,3.79082371718032,2009.0,CHE,Europe & Central Asia (all income levels),High income: OECD,7.20971487281968
CH,Switzerland,3.58521196853273,2008.0,CHE,Europe & Central Asia (all income levels),High income: OECD,6.70373863146727
CH,Switzerland,4.17743829399927,2007.0,CHE,Europe & Central Asia (all income levels),High income: OECD,6.03241843079913
CH,Switzerland,4.24598420183623,2006.0,CHE,Europe & Central Asia (all income levels),High income: OECD,6.1417378484271
CH,Switzerland,4.40353636548077,2005.0,CHE,Europe & Central Asia (all income levels),High income: OECD,6.45940567451923
CH,Switzerland,4.56089157321936,2004.0,CHE,Europe & Central Asia (all income levels),High income: OECD,6.40031135678065
CH,Switzerland,4.55416154416221,2003.0,CHE,Europe & Central Asia (all income levels),High income: OECD,6.37975145583779
CH,Switzerland,4.48279192485206,2002.0,CHE,Europe & Central Asia (all income levels),High income: OECD,6.12377943514794
CH,Switzerland,4.42872760309297,2001.0,CHE,Europe & Central Asia (all income levels),High income: OECD,5.85294630690704
CH,Switzerland,4.41587432129044,2e3,CHE,Europe & Central Asia (all income levels),High income: OECD,5.49217583870956
CH,Switzerland,4.48736811030024,1999.0,CHE,Europe & Central Asia (all income levels),High income: OECD,5.51555987969976
CH,Switzerland,4.46490183386201,1998.0,CHE,Europe & Central Asia (all income levels),High income: OECD,5.38163981152164
CH,Switzerland,4.35619520391764,1997.0,CHE,Europe & Central Asia (all income levels),High income: OECD,5.31362516608236
CH,Switzerland,4.42287181241418,1996.0,CHE,Europe & Central Asia (all income levels),High income: OECD,5.29231056758582
CH,Switzerland,4.33488233242505,1995.0,CHE,Europe & Central Asia (all income levels),High income: OECD,4.99942601757495
CI,Cote d'Ivoire,3.05816833968343,2002.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.40860098031657
CI,Cote d'Ivoire,3.31375305099887,2003.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.33833360900113
CI,Cote d'Ivoire,4.03773507933155,2014.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.67853849066845
CI,Cote d'Ivoire,4.01295572732963,2013.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.79658788267037
CI,Cote d'Ivoire,4.25817762742109,2012.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.88504549257891
CI,Cote d'Ivoire,4.78482848627861,2011.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.6356969737214
CI,Cote d'Ivoire,4.64766848213136,2010.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.67617216786863
CI,Cote d'Ivoire,3.76572825438612,2004.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.47167442561388
CI,Cote d'Ivoire,3.55622889584051,2001.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.29025786415949
CI,Cote d'Ivoire,4.21314016600333,2e3,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.78803570399667
CI,Cote d'Ivoire,4.72201032376563,1999.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.79966740623437
CI,Cote d'Ivoire,5.40939022847423,1998.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.88881311152577
CI,Cote d'Ivoire,5.06290898633515,1997.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,2.00328985366485
CI,Cote d'Ivoire,4.88647235165905,1996.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.85410700834095
CI,Cote d'Ivoire,4.72313864913294,1995.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.64586928086706
CI,Cote d'Ivoire,4.67687588615533,2008.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.52862642384467
CI,Cote d'Ivoire,4.7167171180815,2009.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.6968101519185
CI,Cote d'Ivoire,4.91767135836272,2007.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.42821313163728
CI,Cote d'Ivoire,4.51259305531272,2006.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.35840382468728
CI,Cote d'Ivoire,4.11988780425406,2005.0,CIV,Sub-Saharan Africa (all income levels),Lower middle income,1.26971949574594
CL,Chile,4.39844062103935,1996.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,2.66757950107885
CL,Chile,3.68958906101972,2007.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,2.65565625834576
CL,Chile,3.89847324813723,2013.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,3.63282145186277
CL,Chile,3.93454824617699,2014.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,3.85130942382301
CL,Chile,4.0106019162096596,1995.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,2.48303437679749
CL,Chile,3.66345901276647,2006.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,2.51761734723353
CL,Chile,3.76178169857883,2012.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,3.47616472142117
CL,Chile,3.67193990449669,2011.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,3.33263923550332
CL,Chile,3.67368030886575,2010.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,3.29492563183112
CL,Chile,3.92442616864445,2009.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,3.46810215135554
CL,Chile,3.92576488153439,2008.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,2.94258871846561
CL,Chile,4.15490472628734,2005.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,2.53629152371266
CL,Chile,4.29578900999865,2004.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,2.63814344000135
CL,Chile,4.65189386871636,2003.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,2.68754976128364
CL,Chile,4.59337842053226,2002.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,3.52989088115513
CL,Chile,4.60165072046167,2001.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,3.4845421577874
CL,Chile,4.58689999207099,2e3,CHL,Latin America & Caribbean (all income levels),Upper middle income,3.33206176722937
CL,Chile,4.92882853817243,1999.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,3.18878331297677
CL,Chile,4.93526444088902,1998.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,2.99927986205152
CL,Chile,4.64660207084563,1997.0,CHL,Latin America & Caribbean (all income levels),Upper middle income,2.72289625546186
CM,Cameroon,3.54663143351087,2e3,CMR,Sub-Saharan Africa (all income levels),Lower middle income,0.932629186489131
CM,Cameroon,3.6003075861618,1999.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,0.833734823838198
CM,Cameroon,3.63859295607685,1998.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,0.784629613923152
CM,Cameroon,3.66575055451436,1997.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,0.978965995485641
CM,Cameroon,4.1268992161109,2008.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,1.0492873338891
CM,Cameroon,3.69092731275568,2007.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,1.06577620724432
CM,Cameroon,3.60940743645379,2006.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,1.07609231354621
CM,Cameroon,3.63106327282602,2005.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,1.12007917717398
CM,Cameroon,3.1650378885995,2014.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,0.9386336914005
CM,Cameroon,3.28062763645281,2013.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,1.01246967354719
CM,Cameroon,3.27236747346912,2012.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,1.06674709653088
CM,Cameroon,2.63022801331992,2011.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,1.33144715668008
CM,Cameroon,3.77723506438948,2010.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,1.50760227561052
CM,Cameroon,3.78685571950399,2009.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,1.28313286049601
CM,Cameroon,3.57273456639421,2002.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,1.2903832036058
CM,Cameroon,3.57149945283168,2001.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,1.12919927716832
CM,Cameroon,4.274241176322,1996.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,0.893368283678002
CM,Cameroon,2.96097309619857,1995.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,0.900268713801434
CM,Cameroon,3.60090532798133,2004.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,1.12963812201867
CM,Cameroon,3.641671737515,2003.0,CMR,Sub-Saharan Africa (all income levels),Lower middle income,1.331728012485
CN,China,2.24394114238908,1997.0,CHN,East Asia & Pacific (all income levels),Upper middle income,1.78065655761092
CN,China,2.83706640201652,2e3,CHN,East Asia & Pacific (all income levels),Upper middle income,1.75984346798348
CN,China,2.02185651054139,1996.0,CHN,East Asia & Pacific (all income levels),Upper middle income,1.76371612945861
CN,China,1.74510450591942,1995.0,CHN,East Asia & Pacific (all income levels),Upper middle income,1.78038195408058
CN,China,2.31870170427537,2012.0,CHN,East Asia & Pacific (all income levels),Upper middle income,2.94581376572463
CN,China,2.21821142440235,2011.0,CHN,East Asia & Pacific (all income levels),Upper middle income,2.81065265559765
CN,China,2.9294139153822,2004.0,CHN,East Asia & Pacific (all income levels),Upper middle income,1.7934298346178
CN,China,3.07470292639418,2003.0,CHN,East Asia & Pacific (all income levels),Upper middle income,1.74652999360582
CN,China,3.07040073188855,2002.0,CHN,East Asia & Pacific (all income levels),Upper middle income,1.71467223811145
CN,China,2.93653905615894,2001.0,CHN,East Asia & Pacific (all income levels),Upper middle income,1.62128422384106
CN,China,2.65292829416548,1999.0,CHN,East Asia & Pacific (all income levels),Upper middle income,1.83494223583452
CN,China,2.52177628443032,1998.0,CHN,East Asia & Pacific (all income levels),Upper middle income,1.81207534556968
CN,China,2.41087269116219,2009.0,CHN,East Asia & Pacific (all income levels),Upper middle income,2.66448262883781
CN,China,2.45305339425526,2014.0,CHN,East Asia & Pacific (all income levels),Upper middle income,3.09517428574474
CN,China,2.29692847778159,2008.0,CHN,East Asia & Pacific (all income levels),Upper middle income,2.29212345221841
CN,China,2.29174082370936,2007.0,CHN,East Asia & Pacific (all income levels),Upper middle income,2.02659210629064
CN,China,2.23251969185811,2010.0,CHN,East Asia & Pacific (all income levels),Upper middle income,2.65382009814189
CN,China,2.38010265223159,2013.0,CHN,East Asia & Pacific (all income levels),Upper middle income,3.00560140776841
CN,China,2.68387909983569,2006.0,CHN,East Asia & Pacific (all income levels),Upper middle income,1.83853832016431
CN,China,2.85254965429815,2005.0,CHN,East Asia & Pacific (all income levels),Upper middle income,1.80592030570185
CO,Colombia,1.86413336582369,2009.0,COL,Latin America & Caribbean (all income levels),Upper middle income,5.14827378417631
CO,Colombia,1.78187160178331,2010.0,COL,Latin America & Caribbean (all income levels),Upper middle income,4.97565293821669
CO,Colombia,2.62300744946731,1998.0,COL,Latin America & Caribbean (all income levels),Upper middle income,6.10343910053269
CO,Colombia,2.21263806841442,1999.0,COL,Latin America & Caribbean (all income levels),Upper middle income,6.45925159158559
CO,Colombia,1.57666239464438,2006.0,COL,Latin America & Caribbean (all income levels),Upper middle income,4.53504230535562
CO,Colombia,1.49981952298232,2005.0,COL,Latin America & Caribbean (all income levels),Upper middle income,4.31601707701768
CO,Colombia,1.92192871411284,2008.0,COL,Latin America & Caribbean (all income levels),Upper middle income,4.69800725588716
CO,Colombia,1.7138398910923,2007.0,COL,Latin America & Caribbean (all income levels),Upper middle income,4.5395265189077
CO,Colombia,1.79135539567156,2014.0,COL,Latin America & Caribbean (all income levels),Upper middle income,5.40994315432844
CO,Colombia,1.62428163385488,2013.0,COL,Latin America & Caribbean (all income levels),Upper middle income,5.21891836614512
CO,Colombia,1.65595793646981,2012.0,COL,Latin America & Caribbean (all income levels),Upper middle income,5.27751219353019
CO,Colombia,1.61962432242953,2011.0,COL,Latin America & Caribbean (all income levels),Upper middle income,5.01616469757047
CO,Colombia,1.28790958592365,2004.0,COL,Latin America & Caribbean (all income levels),Upper middle income,4.08286676407635
CO,Colombia,1.02341551348831,2003.0,COL,Latin America & Caribbean (all income levels),Upper middle income,4.89927743651169
CO,Colombia,1.11925339177684,2002.0,COL,Latin America & Caribbean (all income levels),Upper middle income,4.54973605822316
CO,Colombia,1.26947987869143,2001.0,COL,Latin America & Caribbean (all income levels),Upper middle income,4.69052384130857
CO,Colombia,1.22275824627649,2e3,COL,Latin America & Caribbean (all income levels),Upper middle income,4.68382686372351
CO,Colombia,3.36162682558056,1997.0,COL,Latin America & Caribbean (all income levels),Upper middle income,5.59391405441944
CO,Colombia,3.09305137408976,1996.0,COL,Latin America & Caribbean (all income levels),Upper middle income,5.06760660591024
CO,Colombia,3.03628026441637,1995.0,COL,Latin America & Caribbean (all income levels),Upper middle income,3.72056981558363
CR,Costa Rica,2.55945707403356,2012.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,7.00022694596644
CR,Costa Rica,2.57968580408082,2011.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,7.14971400591918
CR,Costa Rica,1.51168545007391,2e3,CRI,Latin America & Caribbean (all income levels),Upper middle income,5.61242475992609
CR,Costa Rica,2.56485522908651,2010.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,7.09261705091349
CR,Costa Rica,1.4679653149909,1999.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,5.3629225350091
CR,Costa Rica,1.49494737859181,1998.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,5.63717406140819
CR,Costa Rica,2.54551076961293,2014.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,6.76760152038707
CR,Costa Rica,2.55208353486589,2013.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,6.9144411651341
CR,Costa Rica,2.66439885528978,2009.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,7.02218996471022
CR,Costa Rica,2.74384301671186,2008.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,6.26131067328814
CR,Costa Rica,2.7420220145813,2007.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,5.6278373254187
CR,Costa Rica,2.42587187641555,2006.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,5.39731392358445
CR,Costa Rica,2.27402589126096,2005.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,5.46571205873904
CR,Costa Rica,2.14513078267775,2004.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,5.65325925732226
CR,Costa Rica,1.99896205311777,2003.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,6.45027528688223
CR,Costa Rica,1.94218085787445,2002.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,6.28347599212555
CR,Costa Rica,1.76137374882995,2001.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,5.48550751117005
CR,Costa Rica,1.51155498336368,1997.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,4.83899275663631
CR,Costa Rica,1.58527974400333,1996.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,5.06550724599667
CR,Costa Rica,1.53035090336125,1995.0,CRI,Latin America & Caribbean (all income levels),Upper middle income,4.98196441663875
CU,Cuba,0.525908789856317,2011.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,10.0710101901437
CU,Cuba,0.49045349015447,2010.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,9.70382826984553
CU,Cuba,0.497755990495049,2009.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,11.283918889505
CU,Cuba,0.556188083167032,2e3,CUB,Latin America & Caribbean (all income levels),Upper middle income,5.50953371683297
CU,Cuba,0.503447244590166,1995.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,4.64849622540983
CU,Cuba,0.485137941006048,2014.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,10.5736624889939
CU,Cuba,0.519734668586828,2013.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,8.96229454141317
CU,Cuba,0.502443953375052,2012.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,8.08825537662495
CU,Cuba,0.649795282853353,2005.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,8.74444824714664
CU,Cuba,0.669453548415768,2004.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,5.46818558158423
CU,Cuba,0.665988886043703,2003.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,5.6487890439563
CU,Cuba,0.770458225463449,2002.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,5.72484995453655
CU,Cuba,0.599685007891315,2001.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,5.67049108210868
CU,Cuba,0.528815136984134,1999.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,5.47499938301587
CU,Cuba,0.543972397579013,1998.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,5.22602053242099
CU,Cuba,0.5124930025265,1997.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,4.9869511374735
CU,Cuba,0.499654239435801,1996.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,4.7567083605642
CU,Cuba,0.536486728821647,2007.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,9.88319810117835
CU,Cuba,0.499949018726556,2008.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,10.2933582412734
CU,Cuba,0.589946171969278,2006.0,CUB,Latin America & Caribbean (all income levels),Upper middle income,7.08125007803072
CV,Cabo Verde,1.20246921741011,2014.0,NA,NA,NA,3.55722675258989
CV,Cabo Verde,1.17296641757954,2013.0,NA,NA,NA,3.12043987242047
CV,Cabo Verde,1.2690384604729,2012.0,NA,NA,NA,3.3386414795271
CV,Cabo Verde,1.26243544101654,2011.0,NA,NA,NA,3.33576025898346
CV,Cabo Verde,1.39972865504089,2010.0,NA,NA,NA,3.43176684495911
CV,Cabo Verde,0.869617948311001,1997.0,NA,NA,NA,3.862837241689
CV,Cabo Verde,0.883546271683459,1996.0,NA,NA,NA,3.94019348831654
CV,Cabo Verde,1.03488467477581,1995.0,NA,NA,NA,4.25239974522419
CV,Cabo Verde,1.28703824795811,2e3,NA,NA,NA,3.52493312204188
CV,Cabo Verde,1.22389296622802,1999.0,NA,NA,NA,3.42465616377198
CV,Cabo Verde,1.31190801029117,1998.0,NA,NA,NA,3.92627045970884
CV,Cabo Verde,1.00322630654184,2009.0,NA,NA,NA,3.23926532345815
CV,Cabo Verde,0.92526041977709,2008.0,NA,NA,NA,3.03734974022291
CV,Cabo Verde,0.915479864452182,2007.0,NA,NA,NA,3.38633645554782
CV,Cabo Verde,1.15220004678635,2006.0,NA,NA,NA,3.96268029321365
CV,Cabo Verde,1.20838115700728,2005.0,NA,NA,NA,3.64999051299272
CV,Cabo Verde,1.2719239713512,2004.0,NA,NA,NA,3.7893525486488
CV,Cabo Verde,1.25049557765402,2003.0,NA,NA,NA,3.74687164234598
CV,Cabo Verde,1.27980725645534,2002.0,NA,NA,NA,3.89312052354466
CV,Cabo Verde,1.27488992567124,2001.0,NA,NA,NA,3.91353568432876
CY,Cyprus,4.03559239818172,2014.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,3.33201922181828
CY,Cyprus,3.36595597630538,2e3,CYP,Europe & Central Asia (all income levels),High income: nonOECD,2.40283023369462
CY,Cyprus,3.2093435782466,1999.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,2.3881269317534
CY,Cyprus,3.24531294477549,1998.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,2.33811627522451
CY,Cyprus,3.58211213290921,1997.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,1.94833809709079
CY,Cyprus,3.43065475797573,1996.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,1.77481339202427
CY,Cyprus,3.03849611548216,1995.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,1.69705439451783
CY,Cyprus,3.70640948898166,2005.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,2.66267721101834
CY,Cyprus,3.6045375068668,2004.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,2.81346078720799
CY,Cyprus,3.74784619610664,2003.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,3.08262686139898
CY,Cyprus,3.94247956253281,2013.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,3.47079139657009
CY,Cyprus,3.99104976538641,2012.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,3.41160370882318
CY,Cyprus,3.99652645655269,2011.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,3.50763508178774
CY,Cyprus,3.77683557438295,2010.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,3.42530736541286
CY,Cyprus,4.09072892668325,2009.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,3.31147239331675
CY,Cyprus,4.0413414855973,2008.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,2.85082560569206
CY,Cyprus,3.47448782950293,2007.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,2.57804001346717
CY,Cyprus,3.61428027177187,2006.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,2.66382123822813
CY,Cyprus,3.33337584206184,2001.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,2.44925943793816
CY,Cyprus,3.36909465185608,2002.0,CYP,Europe & Central Asia (all income levels),High income: nonOECD,2.75451844814392
CZ,Czech Republic,0.727342847842653,2003.0,CZE,Europe & Central Asia (all income levels),High income: OECD,6.40447404215735
CZ,Czech Republic,0.604321126176459,1999.0,CZE,Europe & Central Asia (all income levels),High income: OECD,5.74461045382354
CZ,Czech Republic,0.647548422475672,2002.0,CZE,Europe & Central Asia (all income levels),High income: OECD,6.14983466752433
